Temperature [_ C],Humidity [%],Soil moisture,Nitrogen [mg/kg],Phosphorus [mg/kg],Potassium,pH,Health_Label
30.54,86.67,648.08,102,55,117,3.85,Non-Healthy
23.5,78.41,391.81,93,84,71,4.32,Healthy
30.3,88.87,266.03,100,102,44,6.49,Non-Healthy
27.67,76.05,428.75,82,73,80,4.01,Healthy
31.82,76.28,155.29,93,49,139,3.5,Non-Healthy
28.63,77.28,290.68,118,60,138,6.69,Healthy
23.1,68.29,574.51,105,84,63,2.85,Healthy
25.01,92.33,492.31,99,100,134,6.65,Healthy
23.27,69.06,133.91,88,83,96,5.12,Non-Healthy
23.11,66.94,450.53,91,93,97,2.77,Healthy
21.65,68.53,246.06,105,71,101,4.86,Non-Healthy
24.94,88.61,685.93,113,48,43,6.9,Healthy
27.54,86.9,574.54,69,79,117,2.02,Non-Healthy
21.88,74.95,194.19,95,54,86,5.31,Healthy
25.34,60.48,343.62,96,101,67,3.26,Healthy
19.64,94.15,404.18,114,58,136,5.36,Healthy
20.24,64.64,225.78,60,49,41,2.55,Healthy
18.66,89.8,528.48,101,42,43,2.96,Healthy
31.59,87.36,608.0,84,66,138,3.7,Non-Healthy
18.05,92.83,122.59,95,58,51,3.36,Non-Healthy
20.5,87.07,197.27,100,60,99,5.12,Non-Healthy
26.58,71.6,284.41,66,104,126,4.25,Healthy
19.14,68.12,690.78,77,94,57,5.03,Non-Healthy
30.35,73.22,354.63,93,50,68,5.79,Healthy
28.07,67.11,218.75,104,78,79,2.48,Non-Healthy
31.53,85.19,190.14,116,92,106,2.11,Non-Healthy
25.11,88.93,642.79,71,76,92,5.33,Non-Healthy
22.21,82.63,589.94,119,98,129,6.83,Healthy
25.69,66.51,479.19,99,63,56,5.62,Healthy
31.03,61.31,433.02,116,101,84,3.06,Non-Healthy
25.29,80.31,570.75,64,101,127,6.57,Healthy
21.74,76.19,304.53,117,70,44,2.63,Healthy
30.28,66.99,491.12,113,90,116,6.34,Healthy
23.21,72.88,547.37,113,105,111,4.24,Healthy
18.02,78.95,453.88,101,67,63,3.61,Healthy
21.47,82.15,217.86,88,64,128,4.7,Non-Healthy
22.46,76.68,691.82,117,86,103,4.58,Non-Healthy
30.02,94.0,590.49,92,76,121,3.01,Non-Healthy
24.42,61.62,404.56,77,91,83,6.35,Healthy
24.22,83.04,479.58,69,77,132,6.14,Healthy
22.71,91.83,560.84,109,64,109,6.78,Healthy
30.33,68.28,385.98,88,107,126,5.18,Non-Healthy
31.23,67.48,548.69,100,54,56,6.06,Healthy
31.89,86.68,568.3,79,71,87,5.19,Non-Healthy
23.27,77.02,386.22,105,92,42,6.59,Healthy
31.53,94.73,228.91,69,109,109,3.33,Non-Healthy
29.09,80.62,466.7,71,75,83,6.04,Healthy
27.46,92.32,441.49,86,84,62,5.77,Healthy
21.43,60.43,410.29,104,72,59,5.27,Healthy
21.03,65.41,153.98,82,89,124,4.19,Non-Healthy
20.32,83.95,570.99,107,95,78,2.96,Non-Healthy
30.92,74.58,432.45,68,82,122,4.9,Non-Healthy
22.12,89.26,369.78,100,43,49,6.81,Healthy
24.34,75.01,592.64,113,57,127,6.19,Healthy
24.92,84.95,234.19,62,64,107,2.85,Non-Healthy
28.89,79.82,277.58,75,92,86,2.88,Healthy
29.82,64.2,491.04,86,42,46,4.85,Healthy
19.95,85.13,346.23,106,75,52,4.89,Non-Healthy
23.98,84.72,295.78,89,57,49,5.32,Healthy
29.8,64.05,267.68,71,53,66,5.93,Healthy
29.45,79.67,401.72,118,57,113,3.76,Healthy
19.43,71.75,569.81,119,91,51,4.03,Healthy
20.19,76.06,587.09,77,95,109,6.91,Healthy
22.26,74.8,578.53,109,45,40,6.44,Healthy
19.06,63.67,633.67,106,76,111,3.12,Non-Healthy
23.95,65.53,149.43,92,55,94,5.6,Healthy
19.51,63.04,689.69,99,44,101,5.39,Healthy
25.96,66.74,367.35,67,43,125,6.04,Healthy
21.45,89.84,231.93,65,85,113,5.53,Non-Healthy
26.35,60.86,682.61,118,100,68,5.58,Healthy
19.65,75.11,598.61,77,70,120,4.34,Healthy
31.66,88.03,659.24,68,87,86,2.46,Non-Healthy
31.06,63.51,423.43,90,73,92,6.52,Healthy
23.49,67.97,553.69,104,97,124,3.74,Healthy
21.39,85.46,421.29,108,103,80,3.21,Non-Healthy
21.51,82.66,432.88,70,103,134,2.01,Healthy
24.77,79.71,671.87,94,94,54,3.63,Non-Healthy
18.56,66.01,548.25,104,67,80,2.64,Healthy
26.96,87.81,448.73,78,93,124,5.08,Non-Healthy
23.72,64.95,347.79,107,69,41,3.75,Healthy
23.28,64.72,215.31,65,70,84,4.51,Non-Healthy
29.33,87.83,187.12,89,55,68,3.62,Non-Healthy
27.93,72.92,293.81,115,86,51,6.03,Healthy
31.36,70.94,521.83,61,71,101,2.62,Non-Healthy
22.93,69.75,231.1,99,77,106,3.29,Non-Healthy
30.57,71.37,196.25,96,93,73,4.26,Non-Healthy
28.78,71.92,165.1,90,61,64,4.66,Non-Healthy
23.0,84.37,610.82,74,41,44,6.72,Healthy
26.7,68.41,259.89,68,97,76,6.11,Healthy
22.04,71.39,236.49,100,62,90,5.92,Healthy
30.24,87.17,346.7,89,75,100,6.85,Non-Healthy
19.57,91.96,485.1,62,43,132,4.44,Healthy
20.97,81.45,460.03,119,91,45,6.9,Healthy
20.56,63.68,655.72,84,94,133,5.59,Healthy
23.64,78.96,515.54,99,72,90,6.02,Healthy
28.43,81.97,445.94,102,93,127,5.35,Healthy
25.38,70.99,532.73,62,103,77,3.12,Healthy
24.83,88.98,504.96,62,61,47,4.65,Non-Healthy
18.01,87.37,565.14,83,92,118,2.29,Non-Healthy
23.96,80.14,452.01,98,42,136,5.69,Healthy
18.89,65.08,588.23,68,51,138,6.56,Healthy
20.92,84.41,642.03,94,109,107,3.48,Non-Healthy
31.05,91.34,523.96,69,71,110,5.57,Healthy
21.02,68.75,327.42,90,69,73,2.24,Healthy
30.02,93.55,282.39,62,101,102,6.46,Non-Healthy
29.24,87.0,489.57,108,46,100,3.38,Non-Healthy
20.23,70.51,486.23,77,77,45,4.61,Healthy
26.48,81.59,133.87,88,40,44,2.93,Healthy
19.62,70.77,553.32,79,47,84,5.24,Healthy
28.19,63.48,248.69,109,70,60,6.58,Healthy
26.92,88.85,151.6,73,95,74,6.57,Non-Healthy
29.37,83.3,208.86,108,61,97,4.56,Non-Healthy
24.71,81.49,500.93,64,65,136,3.49,Healthy
30.81,64.98,423.37,104,62,63,6.38,Healthy
18.69,73.21,611.22,70,84,124,6.91,Healthy
22.1,90.68,181.63,63,49,52,5.04,Non-Healthy
28.01,65.72,601.12,73,62,128,3.91,Non-Healthy
23.85,61.68,497.53,68,93,54,5.7,Healthy
20.42,66.69,244.66,69,76,118,2.11,Non-Healthy
19.5,68.76,547.41,113,98,62,2.38,Healthy
29.44,87.43,549.97,70,40,46,2.87,Non-Healthy
24.62,82.68,182.64,62,94,100,3.05,Healthy
30.35,60.61,274.54,115,55,84,6.48,Healthy
28.27,60.61,490.54,110,100,124,3.22,Healthy
23.74,79.84,340.73,112,82,48,3.85,Healthy
23.23,82.17,563.84,66,78,99,3.35,Healthy
25.22,64.39,430.9,112,86,103,5.35,Healthy
30.45,81.37,617.06,97,101,124,4.22,Non-Healthy
28.32,68.41,184.4,60,68,112,3.16,Healthy
18.07,71.79,545.57,85,104,106,6.5,Healthy
27.72,74.31,389.49,89,106,75,4.99,Healthy
30.87,64.07,421.25,68,88,97,4.53,Non-Healthy
27.95,93.71,284.75,98,103,117,6.69,Healthy
20.48,94.08,276.06,66,58,116,5.76,Healthy
24.77,75.58,230.09,74,87,97,4.61,Non-Healthy
19.96,69.01,336.54,118,77,90,2.62,Healthy
23.03,93.55,258.61,109,46,62,6.13,Healthy
31.12,88.63,230.04,73,91,44,3.28,Non-Healthy
30.93,85.35,677.84,101,41,82,2.27,Non-Healthy
21.96,76.16,379.5,94,41,98,5.38,Healthy
22.75,74.37,513.31,76,65,82,3.29,Healthy
26.4,87.28,337.01,106,101,72,5.87,Healthy
31.48,78.19,450.48,89,101,109,3.01,Non-Healthy
20.07,83.12,409.54,61,109,48,3.47,Healthy
21.6,79.82,475.36,116,91,104,4.17,Healthy
30.23,84.93,539.18,66,64,87,5.3,Non-Healthy
24.89,63.29,505.07,110,76,132,6.0,Healthy
30.59,73.22,562.02,116,80,95,3.06,Non-Healthy
20.6,65.85,204.86,105,86,128,4.66,Non-Healthy
25.46,68.47,174.54,99,76,60,3.71,Non-Healthy
22.57,67.03,316.56,66,67,51,5.3,Healthy
22.43,77.62,399.46,85,59,41,5.37,Healthy
24.26,60.66,250.15,72,105,129,2.71,Healthy
24.06,93.74,568.47,61,79,95,5.95,Healthy
23.0,78.16,537.34,97,70,77,3.84,Healthy
30.81,61.84,649.88,116,78,72,6.55,Non-Healthy
28.24,83.87,542.8,89,89,89,6.07,Healthy
28.19,69.41,182.14,86,43,115,3.41,Healthy
22.06,63.74,505.7,119,42,109,6.98,Healthy
26.09,89.06,358.99,90,77,56,6.34,Healthy
28.91,66.93,270.58,73,44,80,3.97,Healthy
29.14,63.67,469.13,107,81,52,6.53,Healthy
22.82,61.99,295.27,75,108,127,5.82,Healthy
28.79,85.5,427.9,110,69,129,2.51,Non-Healthy
28.3,82.93,454.07,84,101,80,4.17,Healthy
19.98,60.29,426.86,92,68,105,3.45,Healthy
30.12,67.75,126.2,105,59,129,5.0,Non-Healthy
24.18,84.66,322.27,110,49,62,5.84,Healthy
24.81,65.32,578.47,66,92,105,6.75,Healthy
24.28,80.19,321.2,82,78,95,2.49,Healthy
25.95,67.46,415.44,78,76,117,6.02,Healthy
26.7,75.72,321.05,106,67,61,3.39,Healthy
24.97,90.36,235.56,76,86,75,4.71,Non-Healthy
30.14,70.59,235.86,119,72,98,3.62,Non-Healthy
26.79,84.01,554.34,116,108,136,6.03,Healthy
23.62,75.34,484.21,70,42,55,6.87,Healthy
23.83,63.37,660.59,76,75,111,3.95,Healthy
29.35,72.62,364.18,104,57,95,3.02,Healthy
22.87,89.44,489.21,107,50,49,2.73,Healthy
20.96,94.06,391.75,95,103,113,2.97,Non-Healthy
18.83,89.58,394.88,118,77,65,6.73,Healthy
30.26,65.68,615.37,82,71,131,2.77,Non-Healthy
30.86,72.09,383.5,69,86,93,2.43,Non-Healthy
19.68,89.09,658.34,69,90,128,5.96,Non-Healthy
22.68,79.39,479.89,115,75,138,2.49,Healthy
20.46,87.17,169.55,100,108,85,4.04,Non-Healthy
19.62,87.22,159.43,111,41,64,5.14,Non-Healthy
30.6,62.49,689.74,81,40,119,4.79,Non-Healthy
18.8,71.98,351.63,117,46,42,3.58,Healthy
31.73,76.77,460.73,106,82,84,5.67,Healthy
19.35,93.08,370.32,90,80,44,6.23,Healthy
30.09,91.44,212.16,94,69,47,4.29,Non-Healthy
25.93,74.81,192.82,84,95,65,4.74,Non-Healthy
23.15,63.35,243.36,65,41,118,5.18,Healthy
22.79,74.16,471.1,98,60,69,4.31,Healthy
28.6,78.76,436.99,89,43,125,2.92,Healthy
22.4,91.65,310.58,103,79,116,3.9,Non-Healthy
27.2,70.32,145.62,90,53,58,3.15,Healthy
25.24,70.81,307.94,69,61,51,2.2,Healthy
24.79,81.95,351.02,67,80,51,5.43,Healthy
30.62,77.68,558.73,71,49,41,4.27,Healthy
25.77,66.86,547.74,86,67,119,2.93,Healthy
29.58,65.07,248.42,96,75,56,3.0,Non-Healthy
28.16,77.13,252.05,104,56,67,4.48,Healthy
18.54,87.28,484.17,115,77,117,6.85,Healthy
28.82,87.26,498.03,98,107,79,5.26,Non-Healthy
21.04,94.15,445.44,114,98,71,4.38,Non-Healthy
30.64,73.4,184.94,76,48,113,4.86,Non-Healthy
18.6,73.72,285.72,61,86,79,4.79,Healthy
22.66,60.06,138.39,110,90,121,6.39,Healthy
19.4,89.05,561.72,97,51,86,2.55,Healthy
24.66,82.63,587.77,63,68,112,6.76,Healthy
29.48,86.95,653.88,109,61,76,3.36,Non-Healthy
22.17,76.47,170.99,102,76,74,3.15,Non-Healthy
20.11,92.21,645.6,83,80,83,5.75,Non-Healthy
22.62,61.02,652.69,95,73,47,6.03,Healthy
29.39,64.03,698.67,113,100,75,2.74,Non-Healthy
19.97,73.16,571.18,101,102,65,4.47,Healthy
21.18,62.98,272.33,85,43,51,6.36,Healthy
18.96,63.08,273.44,72,76,74,6.72,Healthy
27.88,79.84,519.17,110,61,63,4.5,Healthy
23.53,67.56,514.24,89,103,100,4.94,Healthy
22.35,81.93,502.99,78,97,57,3.95,Healthy
28.06,92.53,324.81,67,43,89,3.43,Healthy
22.7,88.84,421.48,72,87,92,2.8,Non-Healthy
28.19,68.7,294.87,92,87,125,2.46,Healthy
29.41,63.14,466.14,68,63,130,2.18,Non-Healthy
21.05,93.26,567.99,87,98,115,2.23,Non-Healthy
31.63,94.81,525.24,108,82,74,4.56,Non-Healthy
20.27,73.11,370.85,118,86,42,2.62,Healthy
22.07,76.12,424.34,89,108,113,2.88,Healthy
20.52,65.09,568.0,76,46,76,6.88,Healthy
22.84,84.86,255.05,83,89,41,2.9,Healthy
24.72,74.76,248.35,110,107,98,2.32,Non-Healthy
25.31,88.11,401.29,90,43,103,5.19,Healthy
29.95,80.21,406.6,115,102,95,4.22,Non-Healthy
30.45,61.5,133.61,73,61,101,3.34,Non-Healthy
21.08,71.72,457.53,109,46,113,6.32,Healthy
26.72,88.3,362.29,68,81,83,6.46,Healthy
19.56,84.08,454.3,97,40,115,4.63,Healthy
24.43,82.14,650.6,76,45,60,6.44,Healthy
22.51,83.54,313.21,110,90,45,5.45,Healthy
22.43,81.18,182.54,100,69,76,6.04,Healthy
24.76,82.44,239.78,90,107,96,4.45,Non-Healthy
28.22,81.71,297.79,93,96,123,2.61,Healthy
18.97,78.67,620.81,95,59,94,2.4,Healthy
30.31,86.52,438.46,103,42,111,3.73,Non-Healthy
28.29,72.93,697.15,76,58,90,6.54,Healthy
20.47,76.63,285.32,103,90,98,3.22,Healthy
31.15,74.05,159.86,103,83,75,3.87,Non-Healthy
25.09,67.32,294.69,87,102,46,5.99,Healthy
32.0,71.27,695.71,94,40,73,3.56,Non-Healthy
20.76,61.93,551.0,72,50,128,2.31,Healthy
25.49,71.39,650.74,69,87,43,5.55,Healthy
22.06,73.67,465.01,97,56,129,3.36,Healthy
22.26,63.27,279.71,71,83,57,3.98,Healthy
26.27,67.72,673.57,92,52,87,4.59,Healthy
30.9,68.73,252.91,62,50,116,3.88,Healthy
29.27,67.96,350.33,89,105,89,4.91,Non-Healthy
28.14,72.26,290.16,98,45,93,4.34,Healthy
25.83,65.07,493.21,86,79,51,2.92,Healthy
30.91,85.6,362.45,76,48,48,3.15,Non-Healthy
24.89,71.99,675.12,67,80,133,6.51,Healthy
30.23,64.28,681.1,101,55,89,5.02,Non-Healthy
29.68,80.78,176.21,86,41,64,4.9,Non-Healthy
20.99,66.29,658.43,69,78,68,3.4,Non-Healthy
28.8,62.03,582.84,71,73,72,3.88,Healthy
18.17,65.72,533.16,63,87,123,5.08,Healthy
22.52,74.7,330.42,67,102,86,4.07,Healthy
21.21,84.27,514.14,113,95,112,2.02,Healthy
25.1,82.45,590.19,95,83,129,6.18,Healthy
28.32,60.18,601.65,119,70,56,3.75,Non-Healthy
19.37,87.77,587.35,61,83,116,4.87,Non-Healthy
25.21,71.75,305.61,107,69,75,3.51,Healthy
31.14,83.79,227.31,88,46,96,2.02,Non-Healthy
21.2,61.14,435.39,87,59,75,6.11,Healthy
27.48,73.78,267.45,79,62,69,2.98,Healthy
26.3,60.69,575.29,112,62,118,4.34,Healthy
18.14,88.57,145.91,112,80,117,3.88,Non-Healthy
24.66,66.54,366.74,87,108,50,5.02,Healthy
27.92,83.61,571.58,114,54,56,4.55,Healthy
18.62,69.7,166.72,68,76,43,3.84,Non-Healthy
30.31,64.74,518.45,104,53,61,2.37,Healthy
25.28,92.56,254.02,73,50,70,2.09,Healthy
18.43,80.83,193.89,62,82,67,2.06,Non-Healthy
21.14,91.17,298.57,117,82,50,4.65,Non-Healthy
31.35,70.73,131.22,119,108,95,4.71,Non-Healthy
26.15,89.04,485.41,113,40,136,2.6,Healthy
19.5,92.96,313.09,90,100,49,5.08,Non-Healthy
22.03,73.83,696.35,103,85,130,4.36,Non-Healthy
24.39,91.64,176.75,86,50,133,5.22,Non-Healthy
18.29,71.73,639.03,116,45,91,6.0,Healthy
23.76,71.36,408.82,65,61,60,2.53,Healthy
24.85,94.85,188.27,99,97,68,3.13,Non-Healthy
21.41,93.33,616.55,108,40,86,3.1,Non-Healthy
26.24,68.0,184.41,88,95,64,4.39,Healthy
28.55,89.3,494.6,85,102,72,4.0,Non-Healthy
21.3,71.99,262.23,79,97,51,6.29,Healthy
26.69,94.27,380.49,63,82,103,2.73,Non-Healthy
26.95,89.74,452.35,94,99,108,4.43,Non-Healthy
31.28,91.67,653.41,97,80,51,5.05,Non-Healthy
28.9,80.08,285.02,79,41,67,2.1,Healthy
29.88,70.3,344.86,73,92,80,6.0,Healthy
24.87,66.91,235.77,110,76,53,4.49,Non-Healthy
20.59,78.48,319.3,105,64,98,3.26,Healthy
31.94,83.5,192.97,80,83,40,5.24,Non-Healthy
19.81,85.96,437.89,89,82,76,5.56,Healthy
24.6,65.96,444.35,81,52,76,3.91,Healthy
18.95,78.76,481.56,92,79,115,3.26,Non-Healthy
31.21,75.26,253.6,110,81,61,6.77,Healthy
31.51,67.29,370.77,60,104,116,4.42,Healthy
28.07,79.35,144.03,63,71,133,4.72,Non-Healthy
22.9,69.66,143.35,85,106,94,3.29,Non-Healthy
21.56,78.73,299.49,119,77,128,4.42,Healthy
21.71,67.0,403.7,116,86,50,3.44,Healthy
19.78,91.5,521.92,76,56,63,5.22,Healthy
25.36,71.83,560.03,95,103,42,5.59,Healthy
19.99,81.36,353.03,109,66,135,6.08,Healthy
22.43,64.27,558.25,63,61,132,3.27,Healthy
26.77,82.05,542.01,63,104,99,2.05,Healthy
28.19,69.52,486.84,68,79,76,4.39,Healthy
18.34,93.48,202.15,113,42,84,6.01,Healthy
24.02,73.8,286.6,92,77,84,3.36,Healthy
27.13,81.26,429.65,102,57,126,6.18,Healthy
29.95,67.55,592.08,116,44,108,6.06,Healthy
24.65,90.15,353.92,75,80,112,2.3,Non-Healthy
31.57,88.15,680.9,77,42,46,2.92,Non-Healthy
21.72,68.6,505.93,83,68,118,3.11,Healthy
18.19,91.89,301.57,95,40,60,6.16,Healthy
24.77,61.41,445.63,116,91,96,3.6,Healthy
21.59,86.34,337.54,117,109,106,4.15,Non-Healthy
29.53,76.03,648.95,77,91,123,5.08,Non-Healthy
21.26,89.24,148.04,87,84,85,5.15,Non-Healthy
22.35,76.29,252.77,118,71,108,2.35,Healthy
29.08,62.3,176.01,80,88,110,4.26,Non-Healthy
28.01,67.93,587.26,86,98,96,6.68,Healthy
25.81,94.8,230.83,113,65,124,4.6,Non-Healthy
27.87,71.7,550.85,74,90,96,2.96,Healthy
23.86,65.61,445.73,90,63,73,4.08,Healthy
18.07,88.2,601.53,109,46,65,2.58,Non-Healthy
18.16,61.58,697.07,103,82,40,6.46,Healthy
25.16,62.32,209.46,82,87,49,2.2,Non-Healthy
19.17,70.41,207.24,61,52,130,5.59,Healthy
18.72,61.66,489.01,117,95,125,2.93,Healthy
31.52,94.85,141.06,89,81,117,3.06,Non-Healthy
30.03,84.19,594.1,105,92,120,5.41,Non-Healthy
20.13,78.19,338.45,114,82,65,6.5,Healthy
18.01,88.18,351.38,87,67,50,2.46,Non-Healthy
31.18,83.19,451.79,97,84,99,2.96,Non-Healthy
21.9,66.06,318.42,68,102,103,4.24,Healthy
20.6,67.69,294.14,89,72,45,3.34,Healthy
27.68,90.37,238.88,95,41,50,3.91,Non-Healthy
19.52,71.79,536.92,102,59,68,6.36,Healthy
21.71,75.67,565.8,86,60,58,5.21,Healthy
31.65,73.69,472.7,102,102,102,2.84,Non-Healthy
26.95,61.82,256.9,101,40,61,5.31,Healthy
25.29,84.66,522.96,76,95,98,6.14,Healthy
23.57,78.9,211.56,83,57,87,6.93,Healthy
28.84,83.66,629.4,75,59,119,2.35,Healthy
19.97,69.74,378.87,117,109,106,5.53,Healthy
31.54,74.24,396.0,75,68,113,5.48,Non-Healthy
30.06,66.74,238.41,99,98,97,4.58,Non-Healthy
26.65,74.69,477.0,80,69,59,6.81,Healthy
18.6,82.87,691.33,103,85,97,5.91,Healthy
27.81,93.06,461.68,107,95,90,2.29,Non-Healthy
30.79,83.22,498.36,101,66,69,6.02,Non-Healthy
25.34,78.38,287.32,104,80,47,4.69,Healthy
22.96,74.57,308.99,70,66,51,4.17,Healthy
19.68,63.69,233.89,114,104,127,4.23,Non-Healthy
28.57,76.7,418.47,71,65,112,4.02,Healthy
30.39,65.43,205.83,103,70,63,4.31,Non-Healthy
19.4,80.38,478.72,74,107,108,4.28,Healthy
28.63,85.56,389.88,85,108,40,2.45,Non-Healthy
18.24,93.13,482.1,71,45,66,2.35,Healthy
31.54,70.39,161.02,73,86,124,4.12,Non-Healthy
26.61,73.89,632.75,117,74,104,5.92,Healthy
25.73,66.4,339.58,111,100,121,2.46,Healthy
22.14,90.73,240.02,64,100,135,3.71,Non-Healthy
31.01,88.84,410.45,94,102,92,5.66,Non-Healthy
21.72,87.12,659.3,62,52,109,2.39,Non-Healthy
29.59,62.01,522.69,81,75,47,2.67,Non-Healthy
31.79,79.49,317.25,104,97,77,4.62,Non-Healthy
28.97,68.23,296.23,112,48,60,6.4,Healthy
25.27,64.19,503.55,106,69,124,6.44,Healthy
18.93,87.36,171.51,78,94,70,4.86,Non-Healthy
24.61,67.41,331.94,111,44,55,6.47,Healthy
24.14,77.53,397.63,87,82,78,6.03,Healthy
20.84,78.41,561.1,69,88,68,4.2,Healthy
23.93,67.46,308.8,109,51,89,6.21,Healthy
23.01,77.23,579.45,81,95,125,4.11,Healthy
20.29,61.85,573.96,117,94,129,6.88,Healthy
24.18,60.0,131.29,91,54,55,5.46,Healthy
21.68,90.81,230.44,79,40,88,6.05,Healthy
25.31,74.55,498.97,89,60,139,4.93,Healthy
18.49,91.76,407.7,117,96,52,4.37,Non-Healthy
30.69,77.37,136.03,81,69,63,2.91,Non-Healthy
29.43,75.09,328.6,83,62,77,3.25,Non-Healthy
25.74,70.36,482.95,98,41,115,2.77,Healthy
29.93,62.86,695.18,78,87,121,6.53,Healthy
31.47,70.84,239.99,73,102,128,4.76,Non-Healthy
19.55,81.3,208.58,68,75,52,3.61,Non-Healthy
26.83,86.7,331.33,62,66,82,3.41,Healthy
31.97,78.93,439.53,92,93,100,3.0,Non-Healthy
31.83,86.54,505.41,64,81,67,5.01,Non-Healthy
26.45,65.52,329.27,65,52,136,3.26,Healthy
19.79,80.41,252.5,99,108,46,6.55,Healthy
26.16,90.89,123.03,102,43,98,6.02,Healthy
18.03,67.63,226.4,75,83,85,5.02,Non-Healthy
20.78,67.97,178.04,110,66,62,2.86,Non-Healthy
31.39,86.2,260.42,107,104,52,2.61,Non-Healthy
22.63,88.42,307.09,94,47,125,2.52,Healthy
26.94,68.68,165.67,70,104,40,2.62,Healthy
21.93,71.6,355.39,102,44,68,2.14,Healthy
31.27,82.11,217.22,62,87,83,6.25,Non-Healthy
28.2,73.95,457.19,108,93,139,5.83,Healthy
22.62,81.84,339.17,85,54,105,3.38,Healthy
29.08,77.38,491.0,94,104,57,5.53,Healthy
19.51,87.08,570.17,62,87,65,2.16,Non-Healthy
23.49,89.61,169.13,71,80,55,2.08,Non-Healthy
21.1,90.23,341.84,95,67,117,5.68,Healthy
27.57,81.4,687.11,103,93,61,5.87,Healthy
19.43,81.44,121.34,60,96,42,2.1,Non-Healthy
23.56,75.74,386.17,119,62,54,3.39,Healthy
21.87,60.97,391.97,100,65,60,5.34,Healthy
25.09,70.47,597.76,99,67,63,5.14,Healthy
22.9,62.23,288.33,108,109,74,5.83,Healthy
27.89,75.32,570.1,64,59,112,5.34,Healthy
18.34,89.73,121.28,93,69,62,2.55,Non-Healthy
26.88,80.89,404.64,69,58,47,2.74,Healthy
21.23,83.64,305.21,66,62,92,6.77,Healthy
21.76,66.58,588.73,117,109,103,5.58,Healthy
29.2,69.17,353.71,86,59,41,3.1,Healthy
31.38,65.71,160.53,63,84,112,2.42,Non-Healthy
22.43,89.49,530.86,94,78,68,4.28,Non-Healthy
29.58,69.81,127.67,72,94,131,2.29,Non-Healthy
19.46,79.68,313.96,92,69,138,2.47,Healthy
26.88,64.94,409.03,95,46,69,6.86,Healthy
28.51,64.34,550.21,95,50,98,2.4,Healthy
20.18,72.17,301.58,84,86,134,2.47,Healthy
23.96,71.56,180.38,111,61,49,5.49,Non-Healthy
30.5,71.51,598.65,117,69,100,3.8,Non-Healthy
19.45,81.03,125.7,78,74,120,3.58,Non-Healthy
18.25,71.06,626.42,95,68,69,6.77,Healthy
26.27,86.91,181.77,101,41,88,3.0,Non-Healthy
24.1,63.17,192.91,99,88,129,5.16,Non-Healthy
29.18,71.37,216.41,98,97,137,6.91,Healthy
30.93,83.42,206.04,83,79,105,2.62,Non-Healthy
22.19,81.1,580.97,88,101,73,2.1,Healthy
23.44,64.18,590.37,116,44,122,3.27,Healthy
24.81,75.38,218.29,119,106,68,6.75,Healthy
26.23,70.82,185.26,118,84,88,2.16,Non-Healthy
31.77,82.12,452.04,70,83,93,6.9,Healthy
27.76,64.55,525.83,98,44,122,4.68,Healthy
23.45,83.47,444.24,112,84,110,5.33,Healthy
21.69,76.23,136.06,66,91,75,3.09,Non-Healthy
31.22,69.62,564.33,113,55,49,6.6,Healthy
19.9,86.16,534.23,109,103,64,6.99,Healthy
28.08,66.58,536.01,63,89,42,2.79,Healthy
30.96,65.33,240.18,84,102,67,5.1,Non-Healthy
27.31,60.54,160.76,71,52,102,3.47,Healthy
23.92,90.15,698.42,88,80,106,2.34,Non-Healthy
20.79,77.23,397.12,112,56,119,3.68,Healthy
23.14,78.09,541.22,89,86,42,3.44,Healthy
27.9,64.02,175.92,90,84,115,6.92,Healthy
27.09,63.77,412.86,72,87,67,4.04,Healthy
30.99,71.68,412.38,111,61,139,4.08,Non-Healthy
30.14,78.07,191.26,83,74,55,3.64,Non-Healthy
29.43,84.53,323.93,98,80,76,6.57,Healthy
30.76,77.47,637.05,91,69,127,4.57,Non-Healthy
21.87,89.1,520.32,61,47,53,4.52,Healthy
23.17,73.21,544.37,100,106,90,6.87,Healthy
23.32,60.98,629.41,116,50,113,2.29,Healthy
25.85,74.92,299.97,119,65,99,3.44,Healthy
27.36,62.98,578.17,115,80,59,2.55,Healthy
22.01,71.27,175.99,113,46,126,2.6,Non-Healthy
18.27,94.48,454.98,111,56,76,5.96,Healthy
23.59,90.01,429.81,89,51,100,4.74,Healthy
22.32,68.28,370.09,108,85,55,2.4,Healthy
31.19,73.16,241.32,99,64,81,2.69,Non-Healthy
30.44,75.09,367.97,102,62,99,6.82,Healthy
30.04,86.74,609.68,117,99,134,2.24,Non-Healthy
27.14,61.17,543.81,95,107,53,4.93,Healthy
22.82,61.35,375.55,101,85,108,3.24,Healthy
25.68,64.1,681.2,97,47,106,4.37,Healthy
29.41,81.99,575.47,89,42,62,4.44,Healthy
19.38,74.51,145.67,85,69,126,5.19,Healthy
29.22,89.71,555.43,97,89,115,4.88,Non-Healthy
18.58,69.94,536.75,113,69,126,6.97,Healthy
29.43,77.12,148.55,106,42,133,2.62,Non-Healthy
29.31,84.74,657.4,112,46,76,6.33,Healthy
18.71,79.08,390.88,88,102,138,2.9,Healthy
26.78,71.09,258.69,86,92,136,5.48,Healthy
25.03,65.34,379.97,95,41,136,2.96,Healthy
20.38,78.92,603.59,98,83,64,5.48,Non-Healthy
20.08,64.98,265.29,111,101,96,3.21,Healthy
